[2025-01-17T12:25:25.520Z] The trainer for horse IS2019184938 for show Vorsýning Brávöllum Selfossi, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Benjamín Sandur Ingólfsson exists. 
[2025-01-17T12:25:27.731Z] The trainer for horse IS2018288464 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:25:32.714Z] The trainer for horse IS2018288464 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Agnar Þór Magnússon exists. 
[2025-01-17T12:25:47.717Z] The trainer for horse IS2018285020 for show Vorsýning Gaddstaðaflötum, dagana 13. til 18. júní doesn't exist, please verify. Also Rider Sara Ástþórsdóttir exists. 
[2025-01-17T12:25:55.857Z] The trainer for horse IS2019281512 for show Vorsýning Gaddstaðaflötum, dagana 5. til 9. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:25:57.995Z] The trainer for horse IS2019184872 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Jakob Svavar Sigurðsson exists. 
[2025-01-17T12:26:00.149Z] The trainer for horse IS2018187142 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Guðmundur Friðrik Björgvinsson exists. 
[2025-01-17T12:26:02.395Z] The trainer for horse IS2018187142 for show Vorsýning Gaddstaðaflötum, dagana 19. til 23. júní. doesn't exist, please verify. Also Rider Guðmundur Friðrik Björgvinsson exists. 
[2025-01-17T12:26:04.502Z] The trainer for horse IS2019265509 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:26:06.663Z] The trainer for horse IS2019265509 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:26:10.024Z] The trainer for horse IS2018284744 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Ásmundur Ernir Snorrason exists. 
[2025-01-17T12:26:15.352Z] The trainer for horse IS2018284744 for show Vorsýning Gaddstaðaflötum, dagana 6. til 10. júní. doesn't exist, please verify. Also Rider Ásmundur Ernir Snorrason exists. 
[2025-01-17T12:26:17.505Z] The trainer for horse IS2018284744 for show Landsmót hestamanna 2022, Gaddstaðaflötum við Hellu. doesn't exist, please verify. Also Rider Ásmundur Ernir Snorrason exists. 
[2025-01-17T12:26:20.192Z] The trainer for horse IS2018286587 for show Vorsýning Rangárbökkum, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Guðmundur Friðrik Björgvinsson exists. 
[2025-01-17T12:26:22.357Z] The trainer for horse IS2018286587 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Guðmundur Friðrik Björgvinsson exists. 
[2025-01-17T12:26:25.107Z] The trainer for horse IS2018286587 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Guðmundur Friðrik Björgvinsson exists. 
[2025-01-17T12:26:27.387Z] The trainer for horse IS2019280711 for show Miðsumarssýning Rangárbökkum við Hellu, 17.-21. júlí. doesn't exist, please verify. Also Rider Hans Þór Hilmarsson exists. 
[2025-01-17T12:26:29.537Z] The trainer for horse IS2019280711 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Hans Þór Hilmarsson exists. 
[2025-01-17T12:26:31.650Z] The trainer for horse IS2019280711 for show Vorsýning Rangárbökkum, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Hans Þór Hilmarsson exists. 
[2025-01-17T12:26:33.810Z] The trainer for horse IS2017137486 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:26:35.942Z] The trainer for horse IS2017137486 for show Vorsýning Selfossi, dagana 13. til 16. júní. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:26:38.136Z] The trainer for horse IS2017137486 for show Vorsýning Gaddstaðaflötum, dagana 14. til 18. júní. doesn't exist, please verify. Also Rider Hans Þór Hilmarsson exists. 
[2025-01-17T12:26:40.271Z] The trainer for horse IS2019165600 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Ásmundur Ernir Snorrason exists. 
[2025-01-17T12:26:42.425Z] The trainer for horse IS2017165636 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:26:42.961Z] The trainer for horse IS2017165636 for show Vorsýning Rangárbökkum, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:26:45.155Z] The trainer for horse IS2017165636 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:40:48.835Z] The trainer for horse IS2018101038 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Aðalheiður Anna Guðjónsdóttir exists. 
[2025-01-17T12:40:51.547Z] The trainer for horse IS2018101038 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Aðalheiður Anna Guðjónsdóttir exists. 
[2025-01-17T12:41:02.238Z] The trainer for horse IS2018165656 for show Miðsumarssýning Rangárbökkum við Hellu, 17.-21. júlí. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:41:10.226Z] The trainer for horse IS2018165656 for show Vorsýning Gaddstaðaflötum, dagana 5. til 9. júní. doesn't exist, please verify. Also Rider Hans Þór Hilmarsson exists. 
[2025-01-17T12:41:15.581Z] The trainer for horse IS2018236937 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:41:17.741Z] The trainer for horse IS2018236937 for show Miðsumarssýning á Rangárbökkum við Hellu, 31. júlí til 2. ágúst. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:41:19.835Z] The trainer for horse IS2018236937 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:41:27.729Z] The trainer for horse IS2018277787 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Helga Una Björnsdóttir exists. 
[2025-01-17T12:41:30.402Z] The trainer for horse IS2018277787 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Helga Una Björnsdóttir exists. 
[2025-01-17T12:41:32.566Z] The trainer for horse IS2018277787 for show Miðsumarssýning Rangárbökkum við Hellu, 17.-21. júlí. doesn't exist, please verify. Also Rider Helga Una Björnsdóttir exists. 
[2025-01-17T12:41:34.718Z] The trainer for horse IS2018277787 for show Vorsýning Gaddstaðaflötum, dagana 5. til 9. júní. doesn't exist, please verify. Also Rider Helga Una Björnsdóttir exists. 
[2025-01-17T12:41:37.135Z] The trainer for horse IS2020186644 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:41:39.292Z] The trainer for horse IS2020186644 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:41:41.481Z] The trainer for horse IS2016101046 for show Landssýning kynbótahrossa doesn't exist, please verify. Also Rider undefined exists. 
[2025-01-17T12:41:42.034Z] The trainer for horse IS2016101046 for show Vorsýning Gaddstaðaflötum, dagana 5. til 9. júní. doesn't exist, please verify. Also Rider Árni Björn Pálsson exists. 
[2025-01-17T12:41:44.208Z] The trainer for horse IS2016101046 for show Vorsýning Sörlastöðum í Hafnarfirði, dagana 13. til 18 júní. doesn't exist, please verify. Also Rider Árni Björn Pálsson exists. 
[2025-01-17T12:41:46.355Z] The trainer for horse IS2016101046 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:41:49.037Z] The trainer for horse IS2016101046 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:41:51.265Z] The trainer for horse IS2016101046 for show Vorsýning Sörlastöðum í Hafnarfirði, dagana 14. til 18. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:41:53.452Z] The trainer for horse IS2016101046 for show Landsmót hestamanna 2022, Gaddstaðaflötum við Hellu. doesn't exist, please verify. Also Rider Árni Björn Pálsson exists. 
[2025-01-17T12:41:56.123Z] The trainer for horse IS2016101046 for show Vorsýning -Sörlastöðum í Hafnarfirði, dagana 15. til 19. júní doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:41:58.299Z] The trainer for horse IS2016101046 for show Fjórðungsmót Vesturlands - Borgarnesi doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:42:00.459Z] The trainer for horse IS2018280719 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Brynja Kristinsdóttir exists. 
[2025-01-17T12:42:02.715Z] The trainer for horse IS2018280719 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Brynja Kristinsdóttir exists. 
[2025-01-17T12:42:04.889Z] The trainer for horse IS2018280719 for show Vorsýning Gaddstaðaflötum, dagana 12. til 16. júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:42:07.021Z] The trainer for horse IS2018280719 for show Vorsýning Sörlastöðum í Hafnarfirði, dagana 13. til 18 júní. doesn't exist, please verify. Also Rider Björn Haukur Einarsson exists. 
[2025-01-17T12:42:08.658Z] The trainer for horse IS2017281815 for show Síðsumarssýning á Rangárbökkum við Hellu, dagana 12. til 16. ágúst. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:42:10.883Z] The trainer for horse IS2017281815 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:42:13.005Z] The trainer for horse IS2017281815 for show Miðsumarssýning Rangárbökkum við Hellu, 17.-21. júlí. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:42:15.158Z] The trainer for horse IS2017281815 for show Vorsýning Gaddstaðaflötum, dagana 12. til 16. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:42:17.441Z] The trainer for horse IS2019186817 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:42:19.678Z] The trainer for horse IS2019186817 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:42:22.373Z] The trainer for horse IS2019201856 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:42:25.043Z] The trainer for horse IS2019201856 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:42:27.146Z] The trainer for horse IS2018236750 for show Vorsýning Gaddstaðaflötum, dagana 30. maí til 4. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:42:29.218Z] The trainer for horse IS2018236750 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:42:31.935Z] The trainer for horse IS2018236750 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:42:34.022Z] The trainer for horse IS2018236750 for show Miðsumarssýning á Rangárbökkum við Hellu, 24. til 28. júlí. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:42:36.165Z] The trainer for horse IS2018236750 for show Vorsýning Gaddstaðaflötum, dagana 5. til 9. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:42:38.331Z] The trainer for horse IS2018238376 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Axel Örn Ásbergsson exists. 
[2025-01-17T12:42:40.413Z] The trainer for horse IS2018238376 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Axel Örn Ásbergsson exists. 
[2025-01-17T12:42:43.078Z] The trainer for horse IS2018238376 for show Vorsýning Hólum í Hjaltadal, dagana 13. til 16. júní. doesn't exist, please verify. Also Rider Agnar Þór Magnússon exists. 
[2025-01-17T12:42:45.174Z] The trainer for horse IS2018287199 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:42:47.820Z] The trainer for horse IS2018287199 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:42:49.911Z] The trainer for horse IS2018287199 for show Vorsýning Gaddstaðaflötum, dagana 12. til 16. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:42:52.034Z] The trainer for horse IS2018201900 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:42:54.148Z] The trainer for horse IS2018201900 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:42:56.263Z] The trainer for horse IS2018225112 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Elín Magnea Björnsdóttir exists. 
[2025-01-17T12:42:58.380Z] The trainer for horse IS2018225112 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Elín Magnea Björnsdóttir exists. 
[2025-01-17T12:43:00.506Z] The trainer for horse IS2018225112 for show Miðsumarssýning á Rangárbökkum við Hellu, 24. til 28. júlí. doesn't exist, please verify. Also Rider Elín Magnea Björnsdóttir exists. 
[2025-01-17T12:43:11.433Z] The trainer for horse IS2020165600 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:43:13.615Z] The trainer for horse IS2020165600 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:43:15.801Z] The trainer for horse IS2017286184 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:43:17.972Z] The trainer for horse IS2017286184 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Jón Ársæll Bergmann exists. 
[2025-01-17T12:43:20.623Z] The trainer for horse IS2017286184 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:43:22.785Z] The trainer for horse IS2017286184 for show Vorsýning Gaddstaðaflötum, dagana 5. til 9. júní. doesn't exist, please verify. Also Rider Elvar Þormarsson exists. 
[2025-01-17T12:43:24.953Z] The trainer for horse IS2017286184 for show Vorsýning Gaddstaðaflötum, dagana 6. til 10. júní. doesn't exist, please verify. Also Rider Elvar Þormarsson exists. 
[2025-01-17T12:43:27.099Z] The trainer for horse IS2019101356 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Glódís Rún Sigurðardóttir exists. 
[2025-01-17T12:43:29.372Z] The trainer for horse IS2019282370 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Jón Ársæll Bergmann exists. 
[2025-01-17T12:43:31.476Z] The trainer for horse IS2019282370 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Jón Ársæll Bergmann exists. 
[2025-01-17T12:43:34.214Z] The trainer for horse IS2019282370 for show Vorsýning Brávöllum Selfossi, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Jón Ársæll Bergmann exists. 
[2025-01-17T12:43:36.373Z] The trainer for horse IS2019101178 for show Vorsýning Rangárbökkum, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Hans Þór Hilmarsson exists. 
[2025-01-17T12:43:38.484Z] The trainer for horse IS2019101178 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Hans Þór Hilmarsson exists. 
[2025-01-17T12:43:41.218Z] The trainer for horse IS2019101178 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Hans Þór Hilmarsson exists. 
[2025-01-17T12:43:43.385Z] The trainer for horse IS2019101178 for show Vorsýning Gaddstaðaflötum, dagana 12. til 16. júní. doesn't exist, please verify. Also Rider Konráð Valur Sveinsson exists. 
[2025-01-17T12:43:45.604Z] The trainer for horse IS2018236940 for show Miðsumarssýning á Rangárbökkum við Hellu, 31. júlí til 2. ágúst. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:43:47.810Z] The trainer for horse IS2018236940 for show Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:43:50.017Z] The trainer for horse IS2018236940 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:43:55.053Z] The trainer for horse IS2018236940 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:43:57.463Z] The trainer for horse IS2019286072 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Hinrik Bragason exists. 
[2025-01-17T12:43:58.012Z] The trainer for horse IS2019286072 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Hinrik Bragason exists. 
[2025-01-17T12:44:00.287Z] The trainer for horse IS2017282274 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Viðar Ingólfsson exists. 
[2025-01-17T12:44:02.414Z] The trainer for horse IS2018201041 for show Vorsýning Rangárbökkum, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:44:04.624Z] The trainer for horse IS2018201041 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Árni Björn Pálsson exists. 
[2025-01-17T12:44:07.377Z] The trainer for horse IS2018201041 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:44:09.610Z] The trainer for horse IS2017187936 for show Vorsýning Rangárbökkum, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:44:11.729Z] The trainer for horse IS2017187936 for show Miðsumarssýning Rangárbökkum við Hellu, 17.-21. júlí. doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:44:18.444Z] The trainer for horse IS2017187936 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:44:21.095Z] The trainer for horse IS2018258165 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Aðalheiður Anna Guðjónsdóttir exists. 
[2025-01-17T12:44:23.247Z] The trainer for horse IS2018258165 for show Vorsýning Gaddstaðaflötum, dagana 5. til 9. júní. doesn't exist, please verify. Also Rider Aðalheiður Anna Guðjónsdóttir exists. 
[2025-01-17T12:44:28.089Z] The trainer for horse IS2014258700 for show Miðsumarssýning á Rangárbökkum við Hellu, 24. til 28. júlí. doesn't exist, please verify. Also Rider Björn Haukur Einarsson exists. 
[2025-01-17T12:44:32.996Z] The trainer for horse IS2015201671 for show Vorsýning Sörlastöðum í Hafnarfirði, dagana 13. til 18 júní. doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:44:35.081Z] The trainer for horse IS2018287572 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:44:37.202Z] The trainer for horse IS2018287572 for show Miðsumarssýning Rangárbökkum við Hellu, 17.-21. júlí. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:44:39.331Z] The trainer for horse IS2018287572 for show Miðsumarssýning Selfossi, dagana 25. til 29. júlí. doesn't exist, please verify. Also Rider Ásta Björnsdóttir exists. 
[2025-01-17T12:44:41.471Z] The trainer for horse IS2018287572 for show Vorsýning Gaddstaðaflötum, dagana 6. til 10. júní. doesn't exist, please verify. Also Rider Árni Björn Pálsson exists. 
[2025-01-17T12:44:43.603Z] The trainer for horse IS2018265105 for show Vorsýning Brávöllum Selfossi, vikuna 18. til 21. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:44:45.755Z] The trainer for horse IS2018265105 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:44:48.429Z] The trainer for horse IS2018265105 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Þorgeir Ólafsson exists. 
[2025-01-17T12:44:50.529Z] The trainer for horse IS2018158958 for show Vorsýning Selfossi, dagana 13. til 16. júní. doesn't exist, please verify. Also Rider Olil Amble exists. 
[2025-01-17T12:44:55.393Z] The trainer for horse IS2018158958 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Anna Sigríður Valdimarsdóttir exists. 
[2025-01-17T12:45:00.328Z] The trainer for horse IS2019165338 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Anna Sigríður Valdimarsdóttir exists. 
[2025-01-17T12:45:02.514Z] The trainer for horse IS2019165338 for show Vorsýning Hólum í Hjaltadal, dagana 12. til 16. júní. doesn't exist, please verify. Also Rider Agnar Þór Magnússon exists. 
[2025-01-17T12:45:04.664Z] The trainer for horse IS2016184717 for show Vorsýning Sörlastöðum í Hafnarfirði, dagana 6. til 10 júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:45:12.366Z] The trainer for horse IS2018287074 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Jakob Svavar Sigurðsson exists. 
[2025-01-17T12:45:15.248Z] The trainer for horse IS2019180916 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Jón Finnur Hansson exists. 
[2025-01-17T12:45:17.604Z] The trainer for horse IS2018286437 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Teitur Árnason exists. 
[2025-01-17T12:45:19.794Z] The trainer for horse IS2018286437 for show Miðsumarssýning Rangárbökkum dagana, 22. til 26. júlí. doesn't exist, please verify. Also Rider Viðar Ingólfsson exists. 
[2025-01-17T12:45:22.459Z] The trainer for horse IS2018225113 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Axel Örn Ásbergsson exists. 
[2025-01-17T12:45:24.618Z] The trainer for horse IS2018225113 for show Miðsumarssýning á Rangárbökkum við Hellu, 31. júlí til 2. ágúst. doesn't exist, please verify. Also Rider Elín Magnea Björnsdóttir exists. 
[2025-01-17T12:45:26.782Z] The trainer for horse IS2016256460 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Sigurður Vignir Matthíasson exists. 
[2025-01-17T12:45:28.915Z] The trainer for horse IS2019225109 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Axel Örn Ásbergsson exists. 
[2025-01-17T12:45:31.108Z] The trainer for horse IS2018201472 for show Miðsumarssýning á Rangárbökkum við Hellu, 31. júlí til 2. ágúst. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:45:33.278Z] The trainer for horse IS2018201472 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Flosi Ólafsson exists. 
[2025-01-17T12:45:35.363Z] The trainer for horse IS2018201472 for show Vorsýning Sörlastöðum í Hafnarfirði, dagana 13. til 18 júní. doesn't exist, please verify. Also Rider Björn Haukur Einarsson exists. 
[2025-01-17T12:45:36.965Z] The trainer for horse IS2018235466 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Eyrún Ýr Pálsdóttir exists. 
[2025-01-17T12:45:39.148Z] The trainer for horse IS2019286184 for show Landsmót hestamanna 2024, Víðidal í Reykjavík doesn't exist, please verify. Also Rider Jón Ársæll Bergmann exists. 
[2025-01-17T12:45:41.825Z] The trainer for horse IS2019286184 for show Vorsýning Spretti í Kópavogi, vikuna 10. til 14. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:45:43.949Z] The trainer for horse IS2019286184 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:45:46.162Z] The trainer for horse IS2019286184 for show Vorsýning Gaddstaðaflötum, dagana 12. til 16. júní. doesn't exist, please verify. Also Rider Elvar Þormarsson exists. 
[2025-01-17T12:45:48.297Z] The trainer for horse IS2018125326 for show Vorsýning Spretti í Kópavogi, dagana 7. júní til 9. júní. doesn't exist, please verify. Also Rider Halldór Kristinn Guðjónsson exists. 
[2025-01-17T12:45:50.425Z] The trainer for horse IS2018125326 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Róbert Petersen exists. 
[2025-01-17T12:45:52.584Z] The trainer for horse IS2018125326 for show Vorsýning Spretti í Kópavogi, vikuna 18. til 20. júní. doesn't exist, please verify. Also Rider Róbert Petersen exists. 
[2025-01-17T12:45:54.751Z] The trainer for horse IS2018201048 for show Vorsýning Víðidal í Reykjavík, vikuna 3. til 7. júní. doesn't exist, please verify. Also Rider Daníel Jónsson exists. 
[2025-01-17T12:45:56.911Z] The trainer for horse IS2018201048 for show Miðsumarssýning á Rangárbökkum við Hellu, 24. til 28. júlí. doesn't exist, please verify. Also Rider Árni Björn Pálsson exists. 
[2025-01-17T12:46:01.697Z] The trainer for horse IS2018187884 for show Vorsýning Gaddstaðaflötum, dagana 12. til 16. júní. doesn't exist, please verify. Also Rider Aðalheiður Anna Guðjónsdóttir exists. 
